MP_Name,Work_Type,Amount,log_spend,peer_median,peer_mad,peer_n_mps,peer_median_spend,conc_eligible,conc_z,conc_ratio,conc_score,mp_total_amount,mp_works_n,portfolio_share,mp_cat_works_n,conc_reason
DR RANI SRI KUMAR,Providing drains and gutters for public drainage,1595522.0,14.282711513386317,13.81519145615997,0.5174368543789507,50,999680.9491032623,True,0.6094314232364794,1.596031215190428,0,31362489.0,31,0.05087357703019043,2,
DR RANI SRI KUMAR,Street lights,8826400.0,15.993257788428233,14.893113691774463,1.2240634603534417,65,2937630.0000000014,True,0.6062162765472188,3.004598945408372,0,31362489.0,31,0.28143174478275623,20,
DR. HEMANG JOSHI,Construction of common work sheds/ common covered sitting area,800000.0,13.592367006650065,13.813291263073467,0.7598198476596352,54,997783.1659233379,True,-0.19611676559459357,0.8017774074787968,0,3845000.0,9,0.20806241872561768,2,
DR. HEMANG JOSHI,"Construction of roads, link roads, pathways or any other road with or without drainage system",1000000.0,13.815510557964274,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-0.9129289303158767,0.28868014696014505,0,3845000.0,9,0.26007802340702213,2,
DR. HEMANG JOSHI,"Purchase of smart boards, visual display units and projectors",2045000.0,14.53090834745904,14.776128822535135,0.889044091416876,10,2613311.6920872633,False,0.0,0.7825319904211846,0,3845000.0,9,0.5318595578673602,5,
DR. LATA WANKHEDE,Construction of additional rooms and halls in the existing public and community building,1500000.0,14.22097566607244,13.81528000481769,0.6929616294384839,24,999769.4734287509,True,0.39488726632391374,1.5003458695890042,0,41429890.0,55,0.0362057442102791,1,
DR. LATA WANKHEDE,Construction of boundary walls of existing public and community buildings,989506.0,13.804961107674893,13.800753921547606,0.6784135446722939,62,985351.7091490725,True,0.004182916253869667,1.0042160487593967,0,41429890.0,55,0.02388386742035762,1,
DR. LATA WANKHEDE,Construction of bus-sheds or bus-stops,14395890.0,16.482453307140474,13.86558751291084,0.743540185445033,21,1051351.9999999995,True,2.373881079677533,13.69274039522444,7,41429890.0,55,0.3474759406795432,7,"DR. LATA WANKHEDE spent ₹14,395,890 (₹1.44 crore) on 'Construction of bus-sheds or bus-stops' works — 13.7x the median MP spend in that category (₹1,051,352 (₹10.51 lakh), n=21 peer MPs), 35% of this MP's total disbursed funds."
DR. LATA WANKHEDE,Construction of common work sheds/ common covered sitting area,500000.0,13.122363377404328,13.813291263073467,0.7598198476596352,54,997783.1659233379,True,-0.6133438871323015,0.5011108796742479,0,41429890.0,55,0.012068581403426367,1,
DR. LATA WANKHEDE,Construction of culverts and bridges,500000.0,13.122363377404328,13.951241645841687,0.828878268437359,42,1145373.8472655984,True,-0.6745,0.43653869100789416,0,41429890.0,55,0.012068581403426367,1,
DR. LATA WANKHEDE,Construction of public toilets and bathrooms,124937.0,11.735564889233748,13.010791601747224,0.8303681034170749,16,447213.5954999579,True,-1.03585435670126,0.27936762490489125,0,41429890.0,55,0.00301562470959976,1,
DR. LATA WANKHEDE,"Construction of roads, link roads, pathways or any other road with or without drainage system",23419557.0,16.969082000498073,15.057946519666173,0.917949939299187,226,3464041.467798128,True,1.4042823324387994,6.760761156501493,0,41429890.0,55,0.5652816601733676,43,
DR. MANSUKH MANDAVIYA,"Construction of roads, link roads, pathways or any other road with or without drainage system",1000000.0,13.815510557964274,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-0.9129289303158767,0.28868014696014505,0,1300000.0,4,0.7692307692307693,3,
DR. MANSUKH MANDAVIYA,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,300000.0,12.611537753638338,13.126325517749349,0.5838245245570999,37,501985.0000000003,True,-0.594740940621307,0.59762741914599,0,1300000.0,4,0.23076923076923078,1,
DR. PRABHA MALLIKARJUN,Construction of rooms and halls in school and colleges,500000.0,13.122363377404328,13.889238600811138,0.7668752234068101,61,1076513.9999999993,True,-0.6745,0.4644621435485282,0,4800000.0,4,0.10416666666666667,1,
DR. PRABHA MALLIKARJUN,Construction of toilet blocks,1200000.0,13.997832114758229,13.117262389458487,0.8898969247531294,11,497456.00000000035,False,0.0,2.412273648322664,0,4800000.0,4,0.25,1,
DR. PRABHA MALLIKARJUN,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,2500000.0,14.73180128983843,13.126325517749349,0.5838245245570999,37,501985.0000000003,True,1.8548268576000437,4.980228492883251,0,4800000.0,4,0.5208333333333334,1,
DR. PRABHA MALLIKARJUN,Development of playground,600000.0,13.304684934198283,13.761018831344273,0.606943052395259,18,946966.3434378215,True,-0.5071270070730193,0.6336022437944189,0,4800000.0,4,0.125,1,
DR. RAJ KUMAR CHABBEWAL,Construction of community centers and community halls,1099800.0,13.910638903055851,14.21557510928233,0.7574997842031976,101,1491921.0000000002,True,-0.27152413160897626,0.7371703997731782,0,14737460.0,38,0.07462615674614215,4,
DR. RAJ KUMAR CHABBEWAL,Construction of footpaths and pedestrian ways,600000.0,13.304684934198283,13.691130308469193,0.49594380592756515,27,883043.9999999998,True,-0.5255785067387225,0.6794678407870958,0,14737460.0,38,0.0407125786940219,1,
DR. RAJ KUMAR CHABBEWAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",8783452.0,15.988380054628703,15.057946519666173,0.917949939299187,226,3464041.467798128,True,0.6836728153295084,2.5356082141773797,0,14737460.0,38,0.5959949679252734,16,
DR. RAJ KUMAR CHABBEWAL,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",300000.0,12.611537753638338,13.122363377404328,0.5108256237659905,13,499999.9999999997,False,0.0,0.6000000000000003,0,14737460.0,38,0.02035628934701095,1,
DR. RAJ KUMAR CHABBEWAL,Creation of new ponds,200000.0,12.206072645530174,14.851423699475491,0.3536090351812504,5,2817678.0000000023,False,0.0,0.07098043140486593,0,14737460.0,38,0.013570859564673967,1,
DR. RAJ KUMAR CHABBEWAL,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,300000.0,12.611537753638338,13.126325517749349,0.5838245245570999,37,501985.0000000003,True,-0.594740940621307,0.59762741914599,0,14737460.0,38,0.02035628934701095,2,
DR. RAJ KUMAR CHABBEWAL,Development of public parks,400000.0,12.89921982609012,14.219242164426287,1.096878787021959,13,1497402.0,False,0.0,0.2671293346743226,0,14737460.0,38,0.027141719129347933,2,
DR. RAJ KUMAR CHABBEWAL,Fitting of Sitting RCC Benches in Public Places,50000.0,10.819778284410283,14.01401158997869,1.161518866872262,6,1219573.2860308138,False,0.0,0.04099794622652689,0,14737460.0,38,0.0033927148911684917,1,
DR. RAJ KUMAR CHABBEWAL,Installation of multi-gym equipment,500000.0,13.122363377404328,13.279020011816728,0.5307928328022182,12,584796.9733163806,False,0.0,0.8549975851696061,0,14737460.0,38,0.03392714891168492,1,
DR. RAJ KUMAR CHABBEWAL,Installing tube-wells and borewells,1804208.0,14.40563227229306,13.14725957257652,0.9530793891161249,32,512604.3466944067,True,0.8905579069818605,3.519689233293984,0,14737460.0,38,0.12242326696730645,6,
DR. RAJ KUMAR CHABBEWAL,Lighting of public spaces,200000.0,12.206072645530174,14.80807765219108,1.280249166678587,95,2698152.0000000014,True,-1.3708678143849138,0.07412480838737028,0,14737460.0,38,0.013570859564673967,1,
DR. RAJ KUMAR CHABBEWAL,Providing drains and gutters for public drainage,500000.0,13.122363377404328,13.81519145615997,0.5174368543789507,50,999680.9491032623,True,-0.9031295996137902,0.50015957636135,0,14737460.0,38,0.03392714891168492,2,
DR. RAJESH MISHRA,Construction of common work sheds/ common covered sitting area,20795360.0,16.85024044286311,13.813291263073467,0.7598198476596352,54,997783.1659233379,True,2.695931447536647,20.841562285485338,7,89555795.0,139,0.23220563225417182,80,"DR. RAJESH MISHRA spent ₹20,795,360 (₹2.08 crore) on 'Construction of common work sheds/ common covered sitting area' works — 20.8x the median MP spend in that category (₹997,783 (₹9.98 lakh), n=54 peer MPs), 23% of this MP's total disbursed funds."
DR. RAJESH MISHRA,Construction of culverts and bridges,1494432.0,14.217256759503686,13.951241645841687,0.828878268437359,42,1145373.8472655984,True,0.2164698979299851,1.3047547781606186,0,89555795.0,139,0.016687161338917265,2,
DR. RAJESH MISHRA,"Construction of roads, link roads, pathways or any other road with or without drainage system",3990305.0,15.199378227047331,15.057946519666173,0.917949939299187,226,3464041.467798128,True,0.10392253710635016,1.1519218338158015,0,89555795.0,139,0.044556636452169285,3,
DR. RAJESH MISHRA,Development of playground,2494838.0,14.729734355200002,13.761018831344273,0.606943052395259,18,946966.3434378215,True,1.076540242551745,2.6345582578393008,0,89555795.0,139,0.027857918072191755,1,
DR. RAJESH MISHRA,Installing community drinking water plants,581200.0,13.272850210678264,13.273726077636404,0.67248362567556,22,581709.2768729058,True,-0.0008784931568731364,0.9991245165013639,0,89555795.0,139,0.006489808950945051,1,
DR. RAJESH MISHRA,Street lights,60199660.0,17.91317726242257,14.893113691774463,1.2240634603534417,65,2937630.0000000014,True,1.6641562667134633,20.492594370291688,0,89555795.0,139,0.6722028429316048,52,
DR. S P SINGH,"Construction of roads, link roads, pathways or any other road with or without drainage system",3225243.0,14.986518854210638,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-0.052484300381935266,0.9310636232221791,0,3225243.0,9,1.0,9,
DR. SHARMILA SARKAR,Construction of common work sheds/ common covered sitting area,998600.0,13.814109577048646,13.813291263073467,0.7598198476596352,54,997783.1659233379,True,0.0007264258468086942,1.000818648885408,0,5162900.0,5,0.19341842762788355,1,
DR. SHARMILA SARKAR,Construction of community centers and community halls,2444263.0,14.709254203958663,14.21557510928233,0.7574997842031976,101,1491921.0000000002,True,0.4395863290039744,1.6383327267328496,0,5162900.0,5,0.4734283057971295,1,
DR. SHARMILA SARKAR,Providing drains and gutters for public drainage,637871.0,13.365891347525526,13.81519145615997,0.5174368543789507,50,999680.9491032623,True,-0.5856809786725949,0.6380745782663815,0,5162900.0,5,0.12354897441360475,1,
DR. SHARMILA SARKAR,Retrofitting in essential lifeline buildings,1082166.0,13.894475146214328,13.894475146214328,0.0,1,1082166.0000000005,False,0.0,0.9999999999999996,0,5162900.0,5,0.20960429216138216,2,
DR.K.SUDHAKAR,Construction of community centers and community halls,499365.0,13.121092570270884,14.21557510928233,0.7574997842031976,101,1491921.0000000002,True,-0.9745593173201386,0.3347127629412013,0,1748730.0,5,0.28555866257226675,1,
DR.K.SUDHAKAR,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",499365.0,13.121092570270884,13.122363377404328,0.5108256237659905,13,499999.9999999997,False,0.0,0.9987300000000006,0,1748730.0,5,0.28555866257226675,1,
DR.K.SUDHAKAR,Lighting of public spaces,750000.0,13.527828485512494,14.80807765219108,1.280249166678587,95,2698152.0000000014,True,-0.6745,0.27796803145263854,0,1748730.0,5,0.42888267485546655,3,
DR.MALLU RAVI,Lighting of public spaces,2518008.0,14.738978670706084,14.80807765219108,1.280249166678587,95,2698152.0000000014,True,-0.03640483760871783,0.9332343025893273,0,2577992.0,7,0.97673227845548,6,
DR.MALLU RAVI,Street lights,59984.0,11.001833138975693,14.893113691774463,1.2240634603534417,65,2937630.0000000014,True,-2.1442260290205146,0.020419181448991183,0,2577992.0,7,0.02326772154451992,1,
DURAI VAIKO,"Construction of roads, link roads, pathways or any other road with or without drainage system",999639.0,13.815149492788088,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-0.9131942372252312,0.2885759334270924,0,2549639.0,4,0.3920707990425311,1,
DURAI VAIKO,Lighting of public spaces,1550000.0,14.253765488895429,14.80807765219108,1.280249166678587,95,2698152.0000000014,True,-0.29203967780186235,0.5744672650021196,0,2549639.0,4,0.6079292009574688,3,
Devendra Alias Bhole Singh,Lighting of public spaces,12606205.0,16.34969971102038,14.80807765219108,1.280249166678587,95,2698152.0000000014,True,0.8122044565574918,4.6721626505845455,0,12606205.0,24,1.0,24,
Dileshwar Kamait,Construction of common work sheds/ common covered sitting area,1350436.0,14.115938061236264,13.813291263073467,0.7598198476596352,54,997783.1659233379,True,0.26866271786605156,1.3534363438075454,0,50042614.0,40,0.026985720610038476,1,
Dileshwar Kamait,"Construction of roads, link roads, pathways or any other road with or without drainage system",2263178.0,14.632280578172866,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-0.3127748750181651,0.6533345576369671,0,50042614.0,40,0.045225015623684243,2,
Dileshwar Kamait,Lighting of public spaces,26709000.0,17.10051114522392,14.80807765219108,1.280249166678587,95,2698152.0000000014,True,1.2077698867495867,9.898997536091365,0,50042614.0,40,0.5337251167574899,29,
Dileshwar Kamait,"Purchase of IT systems, including hardware and software for educational purposes",4920000.0,15.40881908846849,13.774841282306094,0.8346872078132384,20,960146.6213032259,True,1.3203964550312555,5.124217375594143,0,50042614.0,40,0.09831620706304431,2,
Dileshwar Kamait,Setting up of laboratories,14800000.0,16.510137738734343,16.012735135300492,0.8160960361180134,11,8999999.999999985,False,0.0,1.6444444444444473,0,50042614.0,40,0.29574793994574305,6,
Dinesh Chandra Yadav,Setting up of laboratories,29976000.0,17.21590761945566,16.012735135300492,0.8160960361180134,11,8999999.999999985,False,0.0,3.330666666666672,0,29976000.0,24,1.0,24,
Dr Shashi Tharoor,"Construction of roads, link roads, pathways or any other road with or without drainage system",726969.0,13.496639114616132,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-1.1472323267543847,0.20986151775546966,0,4336328.0,4,0.167646220488856,1,
Dr Shashi Tharoor,"Purchase of IT systems, including hardware and software for educational purposes",585550.0,13.280306855470283,13.774841282306094,0.8346872078132384,20,960146.6213032259,True,-0.3996269114686007,0.6098547732274696,0,4336328.0,4,0.13503360446903462,1,
Dr Shashi Tharoor,Purchase of vans and buses for educational institutions,2265900.0,14.633482588969649,14.690906262510683,0.05742367354103539,2,2399824.7276624157,False,0.0,0.9441939546173161,0,4336328.0,4,0.5225388854348656,1,
Dr Shashi Tharoor,Setting up of kitchen and pantries,757909.0,13.538318604647149,13.12215335535124,0.4161652492959078,5,499894.99999999977,False,0.0,1.5161363886416155,0,4336328.0,4,0.17478128960724373,1,
Dr Sukanta Majumdar, Laying of synthetic turfs for hockey and football,800000.0,13.592367006650065,13.592367006650065,0.0,1,800000.0000000003,False,0.0,0.9999999999999996,0,3002015.0,3,0.2664876757777693,1,
Dr Sukanta Majumdar,Construction of culverts and bridges,1602957.0,14.287360606528221,13.951241645841687,0.828878268437359,42,1145373.8472655984,True,0.2735169295854213,1.399505501043882,0,3002015.0,3,0.5339603566271321,1,
Dr Sukanta Majumdar,Lighting of public spaces,599058.0,13.303113700456798,14.80807765219108,1.280249166678587,95,2698152.0000000014,True,-0.7928911120311779,0.22202529731460632,0,3002015.0,3,0.19955196759509863,1,
Durga Das Uikey,Construction of bus-sheds or bus-stops,9097970.0,16.023561869678645,13.86558751291084,0.743540185445033,21,1051351.9999999995,True,1.957599242290701,8.65359080498254,0,12515900.0,47,0.7269129667063495,35,
Durga Das Uikey,Construction of common work sheds/ common covered sitting area,1321924.0,14.094598809087678,13.813291263073467,0.7598198476596352,54,997783.1659233379,True,0.24971964126894128,1.3248609970050012,0,12515900.0,47,0.10561957190453743,1,
Durga Das Uikey,Purchase of mobile water tankers,2096006.0,14.555544187014393,15.03928598958639,0.8174433387947495,17,3399999.999999998,True,-0.39915163577684715,0.6164723529411769,0,12515900.0,47,0.16746746138911306,11,
EATALA RAJENDER,Construction of boundary walls of existing public and community buildings,412671.0,12.93040594431119,13.800753921547606,0.6784135446722939,62,985351.7091490725,True,-0.8653272259319885,0.41880578900743304,0,712801.0,3,0.5789427904843006,1,
EATALA RAJENDER,Installing tube-wells and borewells,300130.0,12.611970993109898,13.14725957257652,0.9530793891161249,32,512604.3466944067,True,-0.37882693821033325,0.5855003023977964,0,712801.0,3,0.42105720951569936,2,
ESWARASAMY K,Construction of boundary walls of existing public and community buildings,240140.0,12.38897736558471,13.800753921547606,0.6784135446722939,62,985351.7091490725,True,-1.4036324812131409,0.2437099339964402,0,2209456.0,4,0.10868738730257584,1,
ESWARASAMY K,Construction of bus-sheds or bus-stops,969316.0,13.784345947101919,13.86558751291084,0.743540185445033,21,1051351.9999999995,True,-0.073698015535394,0.9219709478842485,0,2209456.0,4,0.43871251565996333,2,
ESWARASAMY K,Providing drains and gutters for public drainage,1000000.0,13.815510557964274,13.81519145615997,0.5174368543789507,50,999680.9491032623,True,0.0004159621897452009,1.0003191527227,0,2209456.0,4,0.4526000970374608,1,
Faggan Singh Kulaste,Construction of boundary walls of existing public and community buildings,999960.0,13.815470557164252,13.800753921547606,0.6784135446722939,62,985351.7091490725,True,0.014631740184701491,1.0148254584787222,0,12191480.0,23,0.08202121481559253,1,
Faggan Singh Kulaste,Construction of common work sheds/ common covered sitting area,100000.0,11.512925464970229,13.813291263073467,0.7598198476596352,54,997783.1659233379,True,-2.0420587006246236,0.1002221759348496,0,12191480.0,23,0.008202449579542434,1,
Faggan Singh Kulaste,Construction of community centers and community halls,300000.0,12.611537753638338,14.21557510928233,0.7574997842031976,101,1491921.0000000002,True,-1.4282818542581255,0.20108303321690624,0,12191480.0,23,0.024607348738627303,1,
Faggan Singh Kulaste,Construction of culverts and bridges,3985202.0,15.198098559009583,13.951241645841687,0.828878268437359,42,1145373.8472655984,True,1.0146302779987812,3.4793897289640836,0,12191480.0,23,0.3268841846929167,8,
Faggan Singh Kulaste,"Construction of roads, link roads, pathways or any other road with or without drainage system",6806318.0,15.733361856430763,15.057946519666173,0.917949939299187,226,3464041.467798128,True,0.49628811457356975,1.9648488804974804,0,12191480.0,23,0.558284802173321,12,
G. KUMAR NAIK,"Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",2000000.0,14.508657738524219,13.815510557964274,0.0004396932735160064,4,999999.9999999995,False,0.0,2.000000000000001,0,2980000.0,3,0.6711409395973155,1,
G. KUMAR NAIK,"Purchase of IT systems, including hardware and software for educational purposes",980000.0,13.795307850646754,13.774841282306094,0.8346872078132384,20,960146.6213032259,True,0.016538770711416486,1.0206774447321667,0,2980000.0,3,0.3288590604026846,2,
GAURAV GOGOI,Construction of community centers and community halls,750000.0,13.527828485512494,14.21557510928233,0.7574997842031976,101,1491921.0000000002,True,-0.612389742421786,0.5027075830422656,0,2199890.0,9,0.3409261372159517,3,
GAURAV GOGOI,"Construction of roads, link roads, pathways or any other road with or without drainage system",1199890.0,13.997740443889917,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-0.7790283189702453,0.3463844215360084,0,2199890.0,9,0.5454318170453977,5,
GAURAV GOGOI,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,250000.0,12.429216196844383,13.126325517749349,0.5838245245570999,37,501985.0000000003,True,-0.8053793857102904,0.4980228492883251,0,2199890.0,9,0.11364204573865057,1,
GENIBEN NAGAJI THAKOR,Construction of common work sheds/ common covered sitting area,300000.0,12.611537753638338,13.813291263073467,0.7598198476596352,54,997783.1659233379,True,-1.0668091187808755,0.3006665278045488,0,300000.0,1,1.0,1,
GM Harish Balayogi,"Construction of roads, link roads, pathways or any other road with or without drainage system",3954016.0,15.190242329239666,15.057946519666173,0.917949939299187,226,3464041.467798128,True,0.09720957509452768,1.1414459199627647,0,4964016.0,3,0.7965357081846633,2,
GM Harish Balayogi,"Purchase of hearse van (Four, three and two wheelers)",1010000.0,13.825460888817442,14.763201695936203,0.937740807118761,2,2579746.4991739015,False,0.0,0.3915113366074639,0,4964016.0,3,0.20346429181533662,1,
GURMEET SINGH MEET HAYER,Construction of additional rooms and halls in the existing public and community building,1269401.0,14.054055693627948,13.81528000481769,0.6929616294384839,24,999769.4734287509,True,0.23241431453141623,1.2696936981347677,0,2782450.0,16,0.4562170030009524,5,
GURMEET SINGH MEET HAYER,Construction of community centers and community halls,201758.0,12.21482423838197,14.21557510928233,0.7574997842031976,101,1491921.0000000002,True,-1.781527190587675,0.13523370205258856,0,2782450.0,16,0.07251091663821452,1,
GURMEET SINGH MEET HAYER,Construction of toilet blocks,300000.0,12.611537753638338,13.117262389458487,0.8898969247531294,11,497456.00000000035,False,0.0,0.603068412080666,0,2782450.0,16,0.10781864903232763,1,
GURMEET SINGH MEET HAYER,Development of public parks,98000.0,11.49272275765271,14.219242164426287,1.096878787021959,13,1497402.0,False,0.0,0.06544668699520903,0,2782450.0,16,0.03522075868389369,1,
GURMEET SINGH MEET HAYER,Installation of multi-gym equipment,341756.0,12.741852311125568,13.279020011816728,0.5307928328022182,12,584796.9733163806,False,0.0,0.5844011094344478,0,2782450.0,16,0.12282556739564053,1,
GURMEET SINGH MEET HAYER,Installing tube-wells and borewells,571535.0,13.256081002686473,13.14725957257652,0.9530793891161249,32,512604.3466944067,True,0.07701357877147481,1.1149632337018112,0,2782450.0,16,0.20540710524897124,7,
Gajendra Singh Patel,Construction of additional rooms and halls in the existing public and community building,500000.0,13.122363377404328,13.81528000481769,0.6929616294384839,24,999769.4734287509,True,-0.6744561969023176,0.5001152898630014,0,22918271.0,91,0.021816654493700682,1,
Gajendra Singh Patel,Construction of common work sheds/ common covered sitting area,1450000.0,14.187074114396758,13.813291263073467,0.7598198476596352,54,997783.1659233379,True,0.33181093386033356,1.4532215510553192,0,22918271.0,91,0.06326829803173198,3,
Gajendra Singh Patel,Construction of community centers and community halls,3250000.0,14.994165554305921,14.21557510928233,0.7574997842031976,101,1491921.0000000002,True,0.6932797422784998,2.178399526516484,0,22918271.0,91,0.14180825420905444,4,
Gajendra Singh Patel,Purchase of hospital equipment,4484057.0,15.3160387749578,14.038695543721623,0.6075665378155941,12,1250051.794126947,False,0.0,3.587096967555433,0,22918271.0,91,0.19565424459812,19,
Gajendra Singh Patel,Purchase of mobile water tankers,9734214.0,16.091157453929437,15.03928598958639,0.8174433387947495,17,3399999.999999998,True,0.8679345332307243,2.86300411764706,0,22918271.0,91,0.42473596721148815,62,
Gajendra Singh Patel,Setting up of farmers’ training and assistance centers,3500000.0,15.068273526459642,13.98374667627488,1.0845268501847611,2,1183215.956619922,False,0.0,2.9580398915498107,0,22918271.0,91,0.15271658145590478,2,
Ganesan Selvam,Construction of buildings for community cultural activities,2479094.0,14.723403728813969,13.815510557964274,0.6944420185008866,25,999999.9999999995,True,0.8818215595019289,2.4790940000000012,0,15466357.0,31,0.16028945924369908,2,
Ganesan Selvam,Construction of bus-sheds or bus-stops,631745.0,13.35624111069597,13.86558751291084,0.743540185445033,21,1051351.9999999995,True,-0.4620518904278208,0.6008881896833794,0,15466357.0,31,0.04084639970485616,1,
Ganesan Selvam,Construction of community centers and community halls,1955518.0,14.486165677942296,14.21557510928233,0.7574997842031976,101,1491921.0000000002,True,0.24094176971037665,1.3107383031675268,0,15466357.0,31,0.12643688491090693,2,
Ganesan Selvam,"Purchase of smart boards, visual display units and projectors",10400000.0,16.1573163641116,14.776128822535135,0.889044091416876,10,2613311.6920872633,False,0.0,3.9796247923620145,0,15466357.0,31,0.6724272561405378,26,
Ganesh Singh,"Construction of roads, link roads, pathways or any other road with or without drainage system",500000.0,13.122363377404328,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-1.422246217971693,0.14434007348007252,0,990272.0,4,0.5049117818134815,1,
Ganesh Singh,Purchase of mobile water tankers,490272.0,13.10271561811548,15.03928598958639,0.8174433387947495,17,3399999.999999998,True,-1.5979293653344013,0.1441976470588236,0,990272.0,4,0.49508821818651844,3,
Giridhari Yadav,Construction of bus-sheds or bus-stops,29348000.0,17.19473495881602,13.86558751291084,0.743540185445033,21,1051351.9999999995,True,3.020025004995572,27.91453290620079,12,55949105.0,43,0.5245481585451635,22,"Giridhari Yadav spent ₹29,348,000 (₹2.93 crore) on 'Construction of bus-sheds or bus-stops' works — 27.9x the median MP spend in that category (₹1,051,352 (₹10.51 lakh), n=21 peer MPs), 52% of this MP's total disbursed funds."
Giridhari Yadav,"Construction of roads, link roads, pathways or any other road with or without drainage system",699916.0,13.458715606824965,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-1.1750981230359014,0.20205185373975687,0,55949105.0,43,0.012509869460825156,1,
Giridhari Yadav,Installation of multi-gym equipment,13965889.0,16.452128414483127,13.279020011816728,0.5307928328022182,12,584796.9733163806,False,0.0,23.88160273949353,0,55949105.0,43,0.24961773740616583,7,
Giridhari Yadav,Lighting of public spaces,11935300.0,16.295010953593327,14.80807765219108,1.280249166678587,95,2698152.0000000014,True,0.783391653671435,4.423509127728902,0,55949105.0,43,0.2133242345878455,13,
Gumma Thanuja Rani,Street lights,6972000.0,15.757412685622048,14.893113691774463,1.2240634603534417,65,2937630.0000000014,True,0.4762577188456119,2.3733417755129125,0,6972000.0,5,1.0,5,
Gyaneshwar Patil,Construction of common work sheds/ common covered sitting area,1999268.0,14.508291671529872,13.813291263073467,0.7598198476596352,54,997783.1659233379,True,0.6169591080672011,2.003709892369149,0,16637707.0,66,0.12016487608538845,5,
Gyaneshwar Patil,Improvement of electricity distribution infrastructure,262545.0,12.478177774893046,12.864768028978977,0.8912752299478237,22,386453.9636230947,True,-0.2925640897663288,0.679369406742734,0,16637707.0,66,0.015780119219553513,1,
Gyaneshwar Patil,Installing hand pumps,99061.0,11.50349110098326,12.206072645530174,0.3837169895705621,11,200000.00000000006,False,0.0,0.49530499999999983,0,16637707.0,66,0.005954005560982652,1,
Gyaneshwar Patil,Lighting of public spaces,4006717.0,15.203482760720327,14.80807765219108,1.280249166678587,95,2698152.0000000014,True,0.20831940581917455,1.4849856494370954,0,16637707.0,66,0.24082146656387204,11,
Gyaneshwar Patil,Purchase Books for Library,2300000.0,14.648419680899378,15.393462169816473,0.38826439474949925,4,4845021.155784569,False,0.0,0.4747141294221148,0,16637707.0,66,0.13824020341264576,23,
Gyaneshwar Patil,Purchase of books and periodicals for libraries/digitization of library books,700000.0,13.458835614025542,13.458835614025542,1.4655849707377069,7,700000.0000000002,False,0.0,0.9999999999999997,0,16637707.0,66,0.0420731053864574,7,
Gyaneshwar Patil,Street lights,7270116.0,15.7992828053659,14.893113691774463,1.2240634603534417,65,2937630.0000000014,True,0.49932955840454574,2.4748235822755067,0,16637707.0,66,0.43696622377110017,18,
HARENDRA SINGH MALIK,"Construction of roads, link roads, pathways or any other road with or without drainage system",10779352.0,16.193143010321112,15.057946519666173,0.917949939299187,226,3464041.467798128,True,0.8341304903090098,3.111784919495133,0,10779352.0,18,1.0,18,
HARIBHAI PATEL,"Construction of roads, link roads, pathways or any other road with or without drainage system",4770000.0,15.377856862864524,15.057946519666173,0.917949939299187,226,3464041.467798128,True,0.23506676916611163,1.3770043009998918,0,4770000.0,28,1.0,28,
Harsh Malhotra,Development of public parks,1523000.0,14.236192631877298,14.219242164426287,1.096878787021959,13,1497402.0,False,0.0,1.0170949417724833,0,1523000.0,2,1.0,2,
Indra Hang Subba,Construction of additional rooms and halls in the existing public and community building,999539.0,13.815049451671106,13.81528000481769,0.6929616294384839,24,999769.4734287509,True,-0.00022441083425845366,0.9997694734287491,0,45817577.0,20,0.02181562329234477,1,
Indra Hang Subba,Construction of boundary walls of existing public and community buildings,2999068.0,14.913812131698831,13.800753921547606,0.6784135446722939,62,985351.7091490725,True,1.1066373433178625,3.043652304201032,0,45817577.0,20,0.06545671326093913,2,
Indra Hang Subba,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",15081261.0,16.528963537737724,13.997832114758229,0.8758428073093434,19,1199999.9999999998,True,1.9492631903257474,12.567717500000002,0,45817577.0,20,0.3291588509798325,7,
Indra Hang Subba,"Construction of roads, link roads, pathways or any other road with or without drainage system",2995995.0,14.912786954725998,15.057946519666173,0.917949939299187,226,3464041.467798128,True,-0.10666172779192888,0.8648842768918596,0,45817577.0,20,0.06538964293113972,1,
Indra Hang Subba,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,1000000.0,13.815510557964274,13.126325517749349,0.5838245245570999,37,501985.0000000003,True,0.7962243620677201,1.9920913971533003,0,45817577.0,20,0.02182568493309893,1,
